Ex1 Ex2 Ex3 Ex4x Ex4y Ex5 Ex6x1 Ex6x2
2 4 7 0.862133793067187 0.45514291501604 -3.42955914106031 0.515335708551055 0.814893507645512
1 10 7 0.943518669344485 0.530889359535649 -3.59572837089307 0.59437766490871 0.168466159446619
4 9 7 0.986592900473624 0.942402091342956 -3.3471256346594 0.790237186759514 0.777229687775494
1 9 3 0.55017739161849 0.608814204810187 -4.57808187895785 0.535260105645841 0.447816139611197
1 9 3 0.278462923830375 0.931487446650863 -3.57807107938612 0.744129990810045 0.41749979210755
1 0 4 0.536124383797869 0.778581653023139 -3.73264300397906 0.52418266860813 0.523047582595702
2 5 8 0.798441437538713 0.89159840461798 -3.57247786375488 0.421333427852073 0.389117224105066
2 0 8 0.42163779377006 0.549406786216423 -3.96037103120338 0.768196346298073 0.437743185366225
1 8 2 0.734268121421337 0.930614823242649 -3.29425200429058 0.554821361751405 0.347077830222189
7 8 5 0.529619155684486 0.410598841728643 -2.7225250366676 0.55499716925918 0.426402767752973
2 0 1 0.940533450338989 0.979839084669948 -3.93256577885465 0.231626853824732 0.497654162389474
1 10 2 0.726292521692812 0.464018714381382 -3.60593782313102 0.0764783260632757 0.303961942777336
4 5 5 0.88793718884699 0.0382620142772794 -3.76292811375451 0.105700027334149 0.538933362096495
2 6 8 0.884181160712615 0.153728967066854 -3.2581391983198 0.33611644137349 0.701025663318489
2 0 8 0.912927414290607 0.864323975052685 -4.09523143454044 0.514814703010407 0.171766287637748
7 0 7 0.852645939681679 0.726920309942216 -3.45951065746212 0.575330058443426 0.699129128117712
1 3 8 0.892563103232533 0.00700945523567498 3.3416387069992 0.614727801868216 0.530755563980209
3 8 4 0.863722211448476 0.996151183266193 3.56209516175905 0.682366900658836 0.876625376437443
1 0 1 0.814240580191836 0.864377844845876 3.32591592481818 0.327714049084177 0.385127466686585
4 0 7 0.806880949763581 0.68538515502587 4.58736339008487 0.488846230909248 0.12421256305271
1 10 0 0.96350534260273 0.810150872683153 4.33715267687046 0.203385935044745 0.348636225077038
2 5 8 0.950559690594673 0.443227683426812 4.63817556381764 0.687437266676052 0.372038786273976
1 9 8 0.785297756781802 0.932320505846292 3.80445279066323 0.463561182919632 0.637383741399474
1 9 7 0.563952519791201 0.566535369493067 3.70617893955775 0.700087063446795 0.610254650777814
1 5 2 0.782431667903438 0.823054797947407 3.20899960138272 0.493721858791399 0.466592400031552
1 8 7 0.870383976725861 0.380514931632206 3.89422004858581 0.727661775315668 0.718808049642378
3 3 5 0.889894952997565 0.698703473899513 3.7418731996945 0.532912942000917 0.446638506568966
1 2 7 0.188167144078761 0.991691590752453 4.98229804922104 0.350905218815977 0.661053530863167
1 0 7 0.234514528885484 0.99419309431687 3.97551983106832 0.318570786388668 0.538629061066689
4 4 0 0.581643750891089 0.975001713028178 3.84958638863669 0.250542702349468 0.368207963972061
2 0 6 0.551244139671326 0.00708760297857225 3.51721500517662 0.471257982690258 0.853223344940635
1 0 0 0.401021124562249 0.511048825457692 3.61075150072754 0.481472203565021 0.221944475575563
1 2 4 0.993348225252703 0.904914771905169 3.99807254109701 0.543037010474574 0.744137887501375
7 3 1 0.622447290923446 0.20654087071307 3.26250239578645 0.760903652491411 0.408316384447172
2 0 3 0.92053847014904 0.915830213343725 3.05094441522032 0.388701477635442 0.531105036165666
1 9 6 0.361405842239037 0.111449992284179 3.81893294877827 0.415231509671754 0.382706620019884
1 3 7 0.936914804391563 0.0972993897739798 4.16038609966706 0.287790252725167 0.843579604153521
1 6 3 0.603416075929999 0.34903831849806 3.71778415236463 0.545228439790822 0.624424679405174
1 0 2 0.473995551001281 0.747455500531942 4.23138029019641 0.480101353435262 0.406707470391362
1 6 2 0.680167823331431 0.967223810963333 3.86212841275005 0.556172152693835 0.876974686906478
7 0 0 0.680906875059009 0.687295462237671 4.57672755763338 0.487613290048622 0.44218266186052
6 4 2 0.936685114866123 0.22522689611651 3.13719468185966 0.591205832455255 0.188814329974905
1 5 7 0.326868443982676 0.508895372739062 4.21550418452667 0.555713737866541 0.5978844563898
1 6 3 0.912911936175078 0.922860821941867 3.60429940784045 0.517282639814714 0.459150126667072
5 0 6 0.892832203302532 0.172877200413495 4.01887057814294 0.108096222844779 0.621322675103337
1 10 1 0.844207989284769 0.887373944045976 3.96460876386505 0.564720797371241 0.449011943914701
1 9 4 0.887313563842326 0.352334059542045 3.69554626096303 0.272351186940782 0.393816059139838
3 10 0 0.363713798811659 0.982945122523233 4.29522393824215 0.82631512979997 0.689129829309121
1 9 3 0.222501496318728 0.817440540995449 3.52006594383144 0.777965266013095 0.341034303563497
1 2 7 0.742246410343796 0.83884077030234 4.47828833938344 0.387599950525701 0.936906413917743
1 7 0 0.775045953923836 0.180688439868391 4.22526854659387 0.609164486370517 0.721097254895039
1 10 8 0.995027743978426 0.937202991452068 4.54670047738068 0.187466275799759 0.721569734933929
2 0 7 0.878427162067965 0.608383088838309 3.5129250821945 0.341127357428458 0.314324333790368
1 0 6 0.793033294612542 0.990256567951292 3.83040580512196 0.320528306618595 0.418392686297135
1 9 5 0.871970833744854 0.761386634083465 3.83328086384361 0.520173363516502 0.852532066256517
1 0 2 0.321995793608949 0.788356491597369 3.26087505804718 0.630003343387323 0.854239193136227
1 0 3 0.646524233510718 0.834728306392208 3.83406996899445 0.38070609953554 0.386048032207598
2 8 6 0.937573872040957 0.353072398342192 0.716358473514188 0.273353055098979 0.480626170075893
1 0 7 0.955748966895044 0.438686174573377 1.64231071427677 0.275361335502522 0.510222164646219
1 5 8 0.885453291935846 0.434237126726657 0.105398296762321 0.75275556848441 0.754243230557983
3 9 6 0.845612725010142 0.910999063868076 -5.02083968452175 0.339248866739302 0.40729061276547
1 2 4 0.863009008811787 0.935941412113607 -7.05796201737526 0.499772431862383 0.376802462450583
1 0 1 0.4859676908236 0.230037590954453 -4.75482663826844 0.633287319057682 0.24179802327181
1 7 5 0.23843340552412 0.943012698786333 -2.1639317662165 0.079345648104158 0.303234813011432
1 4 8 0.494788710260764 0.703412085305899 0.887290748405241 0.598219065496745 0.930868264823034
2 0 5 0.28846470429562 0.894823118112981 1.34801354488207 0.633134444455685 0.217894543052647
1 7 4 0.362764136167243 0.804817611351609 9.49441368667626 0.461677061799876 0.0281449146337334
1 5 7 0.992617792449892 0.0522428301628679 -4.18443747756022 0.545227149711821 0.732455749072279
1 0 8 0.900387303205207 0.343282785732299 -4.48154202692219 0.162976127218665 0.896001793667411
4 9 0 0.960245803929865 0.551174778491259 0.39340127777755 0.369481269266341 0.544402429331633
2 10 3 0.879449643194675 0.678547149524093 0.226780105204753 0.808486321125021 0.827061719303761
1 9 8 0.819733119104058 0.9600857316982 -0.894328173054307 0.50487816697807 0.829334250243719
1 4 0 0.918819851009175 0.50322446692735 1.33395767787364 0.239043144256458 0.908572025828567
1 7 2 0.956000952748582 0.975316611118615 1.23157928528764 0.371081580045115 0.672980011509983
1 4 5 0.985648924252018 0.0989774747285992 -1.67910363368297 0.145739223763511 0.213892788242578
1 10 2 0.939845068845898 0.67732193833217 2.21495503894417 0.593976030481603 0.529448401366338
1 10 7 0.795886275125667 0.398027514806017 3.98411981578687 0.226034763713676 0.808504477306244
1 6 4 0.544951903633773 0.968569029588252 -1.42634930952317 0.517689101941854 0.285770565568973
1 9 2 0.885250848950818 0.928002015920356 7.06830416351528 0.93737604682727 0.474960250863392
2 10 0 0.971047934610397 0.60473171225749 -5.6382353839962 0.403388607330796 0.287361796899555
1 6 4 0.233796811196953 0.995161919854581 -0.69959009283794 0.518304208630731 0.129016165153705
1 7 2 0.299751249607652 0.76430247258395 -1.85984956148309 0.240205127988587 0.572065774381353
1 4 7 0.697104486636817 0.534574163611978 5.82623523350323 0.657935836502589 0.72934061810244
3 6 3 0.88232413912192 0.530453579034656 -8.0794767379553 0.363400497513568 0.620064208858718
2 6 5 0.0977647891268134 0.955442010890692 6.34575411009176 0.741157172268525 0.887912828401442
2 5 2 0.670551166404039 0.537404194008559 -4.25142532671715 0.694965394046972 0.565819297326094
2 7 2 0.881761248456314 0.633969904156402 2.18355245287182 0.660608540562135 0.18228728392989
1 0 3 0.902448963373899 0.755461646942422 0.492125983730709 0.67136172287672 0.96891285592864
1 0 0 0.868634899379686 0.728360217995942 1.58154940432271 0.588949851789386 0.519158257536015
2 9 8 0.668580963043496 0.758666620589793 7.54828402189373 0.214926612225735 0.631855248783176
6 0 5 0.763210618169978 0.308479535160586 -0.441925631495636 0.286161097697473 0.520170968117468
1 7 3 0.624178145080805 0.454150150762871 -2.13901319391556 0.64590885076582 0.255472559955107
1 7 1 0.798134593758732 0.626219597645104 -0.805768827273596 0.407226980185874 0.359398254287587
5 5 2 0.633135520620272 0.723479783860967 1.43693841629111 0.460742911580423 0.49490533315054
1 4 7 0.81556553998962 0.731451062252745 2.79122135177029 0.480119243102386 0.429639914632008
11 8 5 0.308733759680763 0.845823095878586 7.92826053524301 0.13555037992205 0.585574226443524
